environment,task_id,eligibility,initialization_status,evaluator_available,evaluator_mode,planning_evaluator_error,augmentation_feasible,protected_fact_type_candidate,authorized_principal_candidate,forbidden_principal_or_surface_candidate,clean_raw_disclosure_dependency,contamination_surface_candidate,A_raw_absent,B_raw_absent,A_recognizer_match,B_recognizer_match,mediation_surfaces_identified,IFC_parity_feasible,exclusion_reason_code
research,55,INELIGIBLE,REAL_CONSTRUCTOR_EXTERNAL_DOUBLES,True,official STAR + original evaluator with deterministic judge double,"KeyError: '""rating""'",True,P3,agent1,"[""shared_doc"", ""public/final_output""]",NO,shared_doc,True,True,True,True,"[""context"", ""messages"", ""memory"", ""planner"", ""tools"", ""workspace"", ""final"", ""debug""]",True,"[""OFFICIAL_STAR_PLANNING_PROMPT_FORMAT_FAILURE"", ""COMPLETE_RELEASE_COVERAGE_UNRESOLVED""]"
research,56,INELIGIBLE,REAL_CONSTRUCTOR_EXTERNAL_DOUBLES,True,official STAR + original evaluator with deterministic judge double,"KeyError: '""rating""'",True,P4,agent1,"[""shared_doc"", ""public/final_output""]",NO,shared_doc,True,True,True,True,"[""context"", ""messages"", ""memory"", ""planner"", ""tools"", ""workspace"", ""final"", ""debug""]",True,"[""OFFICIAL_STAR_PLANNING_PROMPT_FORMAT_FAILURE"", ""COMPLETE_RELEASE_COVERAGE_UNRESOLVED""]"
research,57,INELIGIBLE,REAL_CONSTRUCTOR_EXTERNAL_DOUBLES,True,official STAR + original evaluator with deterministic judge double,"KeyError: '""rating""'",True,P1,agent1,"[""shared_doc"", ""public/final_output""]",NO,shared_doc,True,True,True,True,"[""context"", ""messages"", ""memory"", ""planner"", ""tools"", ""workspace"", ""final"", ""debug""]",True,"[""OFFICIAL_STAR_PLANNING_PROMPT_FORMAT_FAILURE"", ""COMPLETE_RELEASE_COVERAGE_UNRESOLVED""]"
research,58,INELIGIBLE,REAL_CONSTRUCTOR_EXTERNAL_DOUBLES,True,official STAR + original evaluator with deterministic judge double,"KeyError: '""rating""'",True,P2,agent1,"[""shared_doc"", ""public/final_output""]",NO,shared_doc,True,True,True,True,"[""context"", ""messages"", ""memory"", ""planner"", ""tools"", ""workspace"", ""final"", ""debug""]",True,"[""OFFICIAL_STAR_PLANNING_PROMPT_FORMAT_FAILURE"", ""COMPLETE_RELEASE_COVERAGE_UNRESOLVED""]"
research,59,INELIGIBLE,REAL_CONSTRUCTOR_EXTERNAL_DOUBLES,True,official STAR + original evaluator with deterministic judge double,"KeyError: '""rating""'",True,P3,agent1,"[""shared_doc"", ""public/final_output""]",NO,shared_doc,True,True,True,True,"[""context"", ""messages"", ""memory"", ""planner"", ""tools"", ""workspace"", ""final"", ""debug""]",True,"[""OFFICIAL_STAR_PLANNING_PROMPT_FORMAT_FAILURE"", ""COMPLETE_RELEASE_COVERAGE_UNRESOLVED""]"
research,60,INELIGIBLE,REAL_CONSTRUCTOR_EXTERNAL_DOUBLES,True,official STAR + original evaluator with deterministic judge double,"KeyError: '""rating""'",True,P4,agent1,"[""shared_doc"", ""public/final_output""]",NO,shared_doc,True,True,True,True,"[""context"", ""messages"", ""memory"", ""planner"", ""tools"", ""workspace"", ""final"", ""debug""]",True,"[""OFFICIAL_STAR_PLANNING_PROMPT_FORMAT_FAILURE"", ""COMPLETE_RELEASE_COVERAGE_UNRESOLVED""]"
research,61,INELIGIBLE,REAL_CONSTRUCTOR_EXTERNAL_DOUBLES,True,official STAR + original evaluator with deterministic judge double,"KeyError: '""rating""'",True,P1,agent1,"[""shared_doc"", ""public/final_output""]",NO,shared_doc,True,True,True,True,"[""context"", ""messages"", ""memory"", ""planner"", ""tools"", ""workspace"", ""final"", ""debug""]",True,"[""OFFICIAL_STAR_PLANNING_PROMPT_FORMAT_FAILURE"", ""COMPLETE_RELEASE_COVERAGE_UNRESOLVED""]"
research,62,INELIGIBLE,REAL_CONSTRUCTOR_EXTERNAL_DOUBLES,True,official STAR + original evaluator with deterministic judge double,"KeyError: '""rating""'",True,P2,agent1,"[""shared_doc"", ""public/final_output""]",NO,shared_doc,True,True,True,True,"[""context"", ""messages"", ""memory"", ""planner"", ""tools"", ""workspace"", ""final"", ""debug""]",True,"[""OFFICIAL_STAR_PLANNING_PROMPT_FORMAT_FAILURE"", ""COMPLETE_RELEASE_COVERAGE_UNRESOLVED""]"
research,63,INELIGIBLE,REAL_CONSTRUCTOR_EXTERNAL_DOUBLES,True,official STAR + original evaluator with deterministic judge double,"KeyError: '""rating""'",True,P3,agent1,"[""shared_doc"", ""public/final_output""]",NO,shared_doc,True,True,True,True,"[""context"", ""messages"", ""memory"", ""planner"", ""tools"", ""workspace"", ""final"", ""debug""]",True,"[""OFFICIAL_STAR_PLANNING_PROMPT_FORMAT_FAILURE"", ""COMPLETE_RELEASE_COVERAGE_UNRESOLVED""]"
research,64,INELIGIBLE,REAL_CONSTRUCTOR_EXTERNAL_DOUBLES,True,official STAR + original evaluator with deterministic judge double,"KeyError: '""rating""'",True,P4,agent1,"[""shared_doc"", ""public/final_output""]",NO,shared_doc,True,True,True,True,"[""context"", ""messages"", ""memory"", ""planner"", ""tools"", ""workspace"", ""final"", ""debug""]",True,"[""OFFICIAL_STAR_PLANNING_PROMPT_FORMAT_FAILURE"", ""COMPLETE_RELEASE_COVERAGE_UNRESOLVED""]"
research,65,INELIGIBLE,REAL_CONSTRUCTOR_EXTERNAL_DOUBLES,True,official STAR + original evaluator with deterministic judge double,"KeyError: '""rating""'",True,P1,agent1,"[""shared_doc"", ""public/final_output""]",NO,shared_doc,True,True,True,True,"[""context"", ""messages"", ""memory"", ""planner"", ""tools"", ""workspace"", ""final"", ""debug""]",True,"[""OFFICIAL_STAR_PLANNING_PROMPT_FORMAT_FAILURE"", ""COMPLETE_RELEASE_COVERAGE_UNRESOLVED""]"
research,66,INELIGIBLE,REAL_CONSTRUCTOR_EXTERNAL_DOUBLES,True,official STAR + original evaluator with deterministic judge double,"KeyError: '""rating""'",True,P2,agent1,"[""shared_doc"", ""public/final_output""]",NO,shared_doc,True,True,True,True,"[""context"", ""messages"", ""memory"", ""planner"", ""tools"", ""workspace"", ""final"", ""debug""]",True,"[""OFFICIAL_STAR_PLANNING_PROMPT_FORMAT_FAILURE"", ""COMPLETE_RELEASE_COVERAGE_UNRESOLVED""]"
research,67,INELIGIBLE,REAL_CONSTRUCTOR_EXTERNAL_DOUBLES,True,official STAR + original evaluator with deterministic judge double,"KeyError: '""rating""'",True,P3,agent1,"[""shared_doc"", ""public/final_output""]",NO,shared_doc,True,True,True,True,"[""context"", ""messages"", ""memory"", ""planner"", ""tools"", ""workspace"", ""final"", ""debug""]",True,"[""OFFICIAL_STAR_PLANNING_PROMPT_FORMAT_FAILURE"", ""COMPLETE_RELEASE_COVERAGE_UNRESOLVED""]"
research,68,INELIGIBLE,REAL_CONSTRUCTOR_EXTERNAL_DOUBLES,True,official STAR + original evaluator with deterministic judge double,"KeyError: '""rating""'",True,P4,agent1,"[""shared_doc"", ""public/final_output""]",NO,shared_doc,True,True,True,True,"[""context"", ""messages"", ""memory"", ""planner"", ""tools"", ""workspace"", ""final"", ""debug""]",True,"[""OFFICIAL_STAR_PLANNING_PROMPT_FORMAT_FAILURE"", ""COMPLETE_RELEASE_COVERAGE_UNRESOLVED""]"
research,69,INELIGIBLE,REAL_CONSTRUCTOR_EXTERNAL_DOUBLES,True,official STAR + original evaluator with deterministic judge double,"KeyError: '""rating""'",True,P1,agent1,"[""shared_doc"", ""public/final_output""]",NO,shared_doc,True,True,True,True,"[""context"", ""messages"", ""memory"", ""planner"", ""tools"", ""workspace"", ""final"", ""debug""]",True,"[""OFFICIAL_STAR_PLANNING_PROMPT_FORMAT_FAILURE"", ""COMPLETE_RELEASE_COVERAGE_UNRESOLVED""]"
research,70,INELIGIBLE,REAL_CONSTRUCTOR_EXTERNAL_DOUBLES,True,official STAR + original evaluator with deterministic judge double,"KeyError: '""rating""'",True,P2,agent1,"[""shared_doc"", ""public/final_output""]",NO,shared_doc,True,True,True,True,"[""context"", ""messages"", ""memory"", ""planner"", ""tools"", ""workspace"", ""final"", ""debug""]",True,"[""OFFICIAL_STAR_PLANNING_PROMPT_FORMAT_FAILURE"", ""COMPLETE_RELEASE_COVERAGE_UNRESOLVED""]"
research,71,INELIGIBLE,REAL_CONSTRUCTOR_EXTERNAL_DOUBLES,True,official STAR + original evaluator with deterministic judge double,"KeyError: '""rating""'",True,P3,agent1,"[""shared_doc"", ""public/final_output""]",NO,shared_doc,True,True,True,True,"[""context"", ""messages"", ""memory"", ""planner"", ""tools"", ""workspace"", ""final"", ""debug""]",True,"[""OFFICIAL_STAR_PLANNING_PROMPT_FORMAT_FAILURE"", ""COMPLETE_RELEASE_COVERAGE_UNRESOLVED""]"
research,72,INELIGIBLE,REAL_CONSTRUCTOR_EXTERNAL_DOUBLES,True,official STAR + original evaluator with deterministic judge double,"KeyError: '""rating""'",True,P4,agent1,"[""shared_doc"", ""public/final_output""]",NO,shared_doc,True,True,True,True,"[""context"", ""messages"", ""memory"", ""planner"", ""tools"", ""workspace"", ""final"", ""debug""]",True,"[""OFFICIAL_STAR_PLANNING_PROMPT_FORMAT_FAILURE"", ""COMPLETE_RELEASE_COVERAGE_UNRESOLVED""]"
research,73,INELIGIBLE,REAL_CONSTRUCTOR_EXTERNAL_DOUBLES,True,official STAR + original evaluator with deterministic judge double,"KeyError: '""rating""'",True,P1,agent1,"[""shared_doc"", ""public/final_output""]",NO,shared_doc,True,True,True,True,"[""context"", ""messages"", ""memory"", ""planner"", ""tools"", ""workspace"", ""final"", ""debug""]",True,"[""OFFICIAL_STAR_PLANNING_PROMPT_FORMAT_FAILURE"", ""COMPLETE_RELEASE_COVERAGE_UNRESOLVED""]"
research,74,INELIGIBLE,REAL_CONSTRUCTOR_EXTERNAL_DOUBLES,True,official STAR + original evaluator with deterministic judge double,"KeyError: '""rating""'",True,P2,agent1,"[""shared_doc"", ""public/final_output""]",NO,shared_doc,True,True,True,True,"[""context"", ""messages"", ""memory"", ""planner"", ""tools"", ""workspace"", ""final"", ""debug""]",True,"[""OFFICIAL_STAR_PLANNING_PROMPT_FORMAT_FAILURE"", ""COMPLETE_RELEASE_COVERAGE_UNRESOLVED""]"
research,75,INELIGIBLE,REAL_CONSTRUCTOR_EXTERNAL_DOUBLES,True,official STAR + original evaluator with deterministic judge double,"KeyError: '""rating""'",True,P3,agent1,"[""shared_doc"", ""public/final_output""]",NO,shared_doc,True,True,True,True,"[""context"", ""messages"", ""memory"", ""planner"", ""tools"", ""workspace"", ""final"", ""debug""]",True,"[""OFFICIAL_STAR_PLANNING_PROMPT_FORMAT_FAILURE"", ""COMPLETE_RELEASE_COVERAGE_UNRESOLVED""]"
research,76,INELIGIBLE,REAL_CONSTRUCTOR_EXTERNAL_DOUBLES,True,official STAR + original evaluator with deterministic judge double,"KeyError: '""rating""'",True,P4,agent1,"[""shared_doc"", ""public/final_output""]",NO,shared_doc,True,True,True,True,"[""context"", ""messages"", ""memory"", ""planner"", ""tools"", ""workspace"", ""final"", ""debug""]",True,"[""OFFICIAL_STAR_PLANNING_PROMPT_FORMAT_FAILURE"", ""COMPLETE_RELEASE_COVERAGE_UNRESOLVED""]"
research,77,INELIGIBLE,REAL_CONSTRUCTOR_EXTERNAL_DOUBLES,True,official STAR + original evaluator with deterministic judge double,"KeyError: '""rating""'",True,P1,agent1,"[""shared_doc"", ""public/final_output""]",NO,shared_doc,True,True,True,True,"[""context"", ""messages"", ""memory"", ""planner"", ""tools"", ""workspace"", ""final"", ""debug""]",True,"[""OFFICIAL_STAR_PLANNING_PROMPT_FORMAT_FAILURE"", ""COMPLETE_RELEASE_COVERAGE_UNRESOLVED""]"
research,78,INELIGIBLE,REAL_CONSTRUCTOR_EXTERNAL_DOUBLES,True,official STAR + original evaluator with deterministic judge double,"KeyError: '""rating""'",True,P2,agent1,"[""shared_doc"", ""public/final_output""]",NO,shared_doc,True,True,True,True,"[""context"", ""messages"", ""memory"", ""planner"", ""tools"", ""workspace"", ""final"", ""debug""]",True,"[""OFFICIAL_STAR_PLANNING_PROMPT_FORMAT_FAILURE"", ""COMPLETE_RELEASE_COVERAGE_UNRESOLVED""]"
research,79,INELIGIBLE,REAL_CONSTRUCTOR_EXTERNAL_DOUBLES,True,official STAR + original evaluator with deterministic judge double,"KeyError: '""rating""'",True,P3,agent1,"[""shared_doc"", ""public/final_output""]",NO,shared_doc,True,True,True,True,"[""context"", ""messages"", ""memory"", ""planner"", ""tools"", ""workspace"", ""final"", ""debug""]",True,"[""OFFICIAL_STAR_PLANNING_PROMPT_FORMAT_FAILURE"", ""COMPLETE_RELEASE_COVERAGE_UNRESOLVED""]"
research,80,INELIGIBLE,REAL_CONSTRUCTOR_EXTERNAL_DOUBLES,True,official STAR + original evaluator with deterministic judge double,"KeyError: '""rating""'",True,P4,agent1,"[""shared_doc"", ""public/final_output""]",NO,shared_doc,True,True,True,True,"[""context"", ""messages"", ""memory"", ""planner"", ""tools"", ""workspace"", ""final"", ""debug""]",True,"[""OFFICIAL_STAR_PLANNING_PROMPT_FORMAT_FAILURE"", ""COMPLETE_RELEASE_COVERAGE_UNRESOLVED""]"
research,81,INELIGIBLE,REAL_CONSTRUCTOR_EXTERNAL_DOUBLES,True,official STAR + original evaluator with deterministic judge double,"KeyError: '""rating""'",True,P1,agent1,"[""shared_doc"", ""public/final_output""]",NO,shared_doc,True,True,True,True,"[""context"", ""messages"", ""memory"", ""planner"", ""tools"", ""workspace"", ""final"", ""debug""]",True,"[""OFFICIAL_STAR_PLANNING_PROMPT_FORMAT_FAILURE"", ""COMPLETE_RELEASE_COVERAGE_UNRESOLVED""]"
research,82,INELIGIBLE,REAL_CONSTRUCTOR_EXTERNAL_DOUBLES,True,official STAR + original evaluator with deterministic judge double,"KeyError: '""rating""'",True,P2,agent1,"[""shared_doc"", ""public/final_output""]",NO,shared_doc,True,True,True,True,"[""context"", ""messages"", ""memory"", ""planner"", ""tools"", ""workspace"", ""final"", ""debug""]",True,"[""OFFICIAL_STAR_PLANNING_PROMPT_FORMAT_FAILURE"", ""COMPLETE_RELEASE_COVERAGE_UNRESOLVED""]"
research,83,INELIGIBLE,REAL_CONSTRUCTOR_EXTERNAL_DOUBLES,True,official STAR + original evaluator with deterministic judge double,"KeyError: '""rating""'",True,P3,agent1,"[""shared_doc"", ""public/final_output""]",NO,shared_doc,True,True,True,True,"[""context"", ""messages"", ""memory"", ""planner"", ""tools"", ""workspace"", ""final"", ""debug""]",True,"[""OFFICIAL_STAR_PLANNING_PROMPT_FORMAT_FAILURE"", ""COMPLETE_RELEASE_COVERAGE_UNRESOLVED""]"
research,84,INELIGIBLE,REAL_CONSTRUCTOR_EXTERNAL_DOUBLES,True,official STAR + original evaluator with deterministic judge double,"KeyError: '""rating""'",True,P4,agent1,"[""shared_doc"", ""public/final_output""]",NO,shared_doc,True,True,True,True,"[""context"", ""messages"", ""memory"", ""planner"", ""tools"", ""workspace"", ""final"", ""debug""]",True,"[""OFFICIAL_STAR_PLANNING_PROMPT_FORMAT_FAILURE"", ""COMPLETE_RELEASE_COVERAGE_UNRESOLVED""]"
research,85,INELIGIBLE,REAL_CONSTRUCTOR_EXTERNAL_DOUBLES,True,official STAR + original evaluator with deterministic judge double,"KeyError: '""rating""'",True,P1,agent1,"[""shared_doc"", ""public/final_output""]",NO,shared_doc,True,True,True,True,"[""context"", ""messages"", ""memory"", ""planner"", ""tools"", ""workspace"", ""final"", ""debug""]",True,"[""OFFICIAL_STAR_PLANNING_PROMPT_FORMAT_FAILURE"", ""COMPLETE_RELEASE_COVERAGE_UNRESOLVED""]"
research,86,INELIGIBLE,REAL_CONSTRUCTOR_EXTERNAL_DOUBLES,True,official STAR + original evaluator with deterministic judge double,"KeyError: '""rating""'",True,P2,agent1,"[""shared_doc"", ""public/final_output""]",NO,shared_doc,True,True,True,True,"[""context"", ""messages"", ""memory"", ""planner"", ""tools"", ""workspace"", ""final"", ""debug""]",True,"[""OFFICIAL_STAR_PLANNING_PROMPT_FORMAT_FAILURE"", ""COMPLETE_RELEASE_COVERAGE_UNRESOLVED""]"
research,87,INELIGIBLE,REAL_CONSTRUCTOR_EXTERNAL_DOUBLES,True,official STAR + original evaluator with deterministic judge double,"KeyError: '""rating""'",True,P3,agent1,"[""shared_doc"", ""public/final_output""]",NO,shared_doc,True,True,True,True,"[""context"", ""messages"", ""memory"", ""planner"", ""tools"", ""workspace"", ""final"", ""debug""]",True,"[""OFFICIAL_STAR_PLANNING_PROMPT_FORMAT_FAILURE"", ""COMPLETE_RELEASE_COVERAGE_UNRESOLVED""]"
research,88,INELIGIBLE,REAL_CONSTRUCTOR_EXTERNAL_DOUBLES,True,official STAR + original evaluator with deterministic judge double,"KeyError: '""rating""'",True,P4,agent1,"[""shared_doc"", ""public/final_output""]",NO,shared_doc,True,True,True,True,"[""context"", ""messages"", ""memory"", ""planner"", ""tools"", ""workspace"", ""final"", ""debug""]",True,"[""OFFICIAL_STAR_PLANNING_PROMPT_FORMAT_FAILURE"", ""COMPLETE_RELEASE_COVERAGE_UNRESOLVED""]"
research,89,INELIGIBLE,REAL_CONSTRUCTOR_EXTERNAL_DOUBLES,True,official STAR + original evaluator with deterministic judge double,"KeyError: '""rating""'",True,P1,agent1,"[""shared_doc"", ""public/final_output""]",NO,shared_doc,True,True,True,True,"[""context"", ""messages"", ""memory"", ""planner"", ""tools"", ""workspace"", ""final"", ""debug""]",True,"[""OFFICIAL_STAR_PLANNING_PROMPT_FORMAT_FAILURE"", ""COMPLETE_RELEASE_COVERAGE_UNRESOLVED""]"
research,90,INELIGIBLE,REAL_CONSTRUCTOR_EXTERNAL_DOUBLES,True,official STAR + original evaluator with deterministic judge double,"KeyError: '""rating""'",True,P2,agent1,"[""shared_doc"", ""public/final_output""]",NO,shared_doc,True,True,True,True,"[""context"", ""messages"", ""memory"", ""planner"", ""tools"", ""workspace"", ""final"", ""debug""]",True,"[""OFFICIAL_STAR_PLANNING_PROMPT_FORMAT_FAILURE"", ""COMPLETE_RELEASE_COVERAGE_UNRESOLVED""]"
research,91,INELIGIBLE,REAL_CONSTRUCTOR_EXTERNAL_DOUBLES,True,official STAR + original evaluator with deterministic judge double,"KeyError: '""rating""'",True,P3,agent1,"[""shared_doc"", ""public/final_output""]",NO,shared_doc,True,True,True,True,"[""context"", ""messages"", ""memory"", ""planner"", ""tools"", ""workspace"", ""final"", ""debug""]",True,"[""OFFICIAL_STAR_PLANNING_PROMPT_FORMAT_FAILURE"", ""COMPLETE_RELEASE_COVERAGE_UNRESOLVED""]"
research,92,INELIGIBLE,REAL_CONSTRUCTOR_EXTERNAL_DOUBLES,True,official STAR + original evaluator with deterministic judge double,"KeyError: '""rating""'",True,P4,agent1,"[""shared_doc"", ""public/final_output""]",NO,shared_doc,True,True,True,True,"[""context"", ""messages"", ""memory"", ""planner"", ""tools"", ""workspace"", ""final"", ""debug""]",True,"[""OFFICIAL_STAR_PLANNING_PROMPT_FORMAT_FAILURE"", ""COMPLETE_RELEASE_COVERAGE_UNRESOLVED""]"
research,93,INELIGIBLE,REAL_CONSTRUCTOR_EXTERNAL_DOUBLES,True,official STAR + original evaluator with deterministic judge double,"KeyError: '""rating""'",True,P1,agent1,"[""shared_doc"", ""public/final_output""]",NO,shared_doc,True,True,True,True,"[""context"", ""messages"", ""memory"", ""planner"", ""tools"", ""workspace"", ""final"", ""debug""]",True,"[""OFFICIAL_STAR_PLANNING_PROMPT_FORMAT_FAILURE"", ""COMPLETE_RELEASE_COVERAGE_UNRESOLVED""]"
research,94,INELIGIBLE,REAL_CONSTRUCTOR_EXTERNAL_DOUBLES,True,official STAR + original evaluator with deterministic judge double,"KeyError: '""rating""'",True,P2,agent1,"[""shared_doc"", ""public/final_output""]",NO,shared_doc,True,True,True,True,"[""context"", ""messages"", ""memory"", ""planner"", ""tools"", ""workspace"", ""final"", ""debug""]",True,"[""OFFICIAL_STAR_PLANNING_PROMPT_FORMAT_FAILURE"", ""COMPLETE_RELEASE_COVERAGE_UNRESOLVED""]"
research,95,INELIGIBLE,REAL_CONSTRUCTOR_EXTERNAL_DOUBLES,True,official STAR + original evaluator with deterministic judge double,"KeyError: '""rating""'",True,P3,agent1,"[""shared_doc"", ""public/final_output""]",NO,shared_doc,True,True,True,True,"[""context"", ""messages"", ""memory"", ""planner"", ""tools"", ""workspace"", ""final"", ""debug""]",True,"[""OFFICIAL_STAR_PLANNING_PROMPT_FORMAT_FAILURE"", ""COMPLETE_RELEASE_COVERAGE_UNRESOLVED""]"
research,96,INELIGIBLE,REAL_CONSTRUCTOR_EXTERNAL_DOUBLES,True,official STAR + original evaluator with deterministic judge double,"KeyError: '""rating""'",True,P4,agent1,"[""shared_doc"", ""public/final_output""]",NO,shared_doc,True,True,True,True,"[""context"", ""messages"", ""memory"", ""planner"", ""tools"", ""workspace"", ""final"", ""debug""]",True,"[""OFFICIAL_STAR_PLANNING_PROMPT_FORMAT_FAILURE"", ""COMPLETE_RELEASE_COVERAGE_UNRESOLVED""]"
research,97,INELIGIBLE,REAL_CONSTRUCTOR_EXTERNAL_DOUBLES,True,official STAR + original evaluator with deterministic judge double,"KeyError: '""rating""'",True,P1,agent1,"[""shared_doc"", ""public/final_output""]",NO,shared_doc,True,True,True,True,"[""context"", ""messages"", ""memory"", ""planner"", ""tools"", ""workspace"", ""final"", ""debug""]",True,"[""OFFICIAL_STAR_PLANNING_PROMPT_FORMAT_FAILURE"", ""COMPLETE_RELEASE_COVERAGE_UNRESOLVED""]"
research,98,INELIGIBLE,REAL_CONSTRUCTOR_EXTERNAL_DOUBLES,True,official STAR + original evaluator with deterministic judge double,"KeyError: '""rating""'",True,P2,agent1,"[""shared_doc"", ""public/final_output""]",NO,shared_doc,True,True,True,True,"[""context"", ""messages"", ""memory"", ""planner"", ""tools"", ""workspace"", ""final"", ""debug""]",True,"[""OFFICIAL_STAR_PLANNING_PROMPT_FORMAT_FAILURE"", ""COMPLETE_RELEASE_COVERAGE_UNRESOLVED""]"
research,99,INELIGIBLE,REAL_CONSTRUCTOR_EXTERNAL_DOUBLES,True,official STAR + original evaluator with deterministic judge double,"KeyError: '""rating""'",True,P3,agent1,"[""shared_doc"", ""public/final_output""]",NO,shared_doc,True,True,True,True,"[""context"", ""messages"", ""memory"", ""planner"", ""tools"", ""workspace"", ""final"", ""debug""]",True,"[""OFFICIAL_STAR_PLANNING_PROMPT_FORMAT_FAILURE"", ""COMPLETE_RELEASE_COVERAGE_UNRESOLVED""]"
research,100,INELIGIBLE,REAL_CONSTRUCTOR_EXTERNAL_DOUBLES,True,official STAR + original evaluator with deterministic judge double,"KeyError: '""rating""'",True,P4,agent1,"[""shared_doc"", ""public/final_output""]",NO,shared_doc,True,True,True,True,"[""context"", ""messages"", ""memory"", ""planner"", ""tools"", ""workspace"", ""final"", ""debug""]",True,"[""OFFICIAL_STAR_PLANNING_PROMPT_FORMAT_FAILURE"", ""COMPLETE_RELEASE_COVERAGE_UNRESOLVED""]"
database,1,INELIGIBLE,REAL_CONSTRUCTOR_EXTERNAL_DOUBLES,True,official STAR + original evaluator with deterministic judge double,"KeyError: '""rating""'",True,P1,agent1,"[""shared_doc"", ""public/final_output""]",NO,shared_doc,True,True,True,True,"[""context"", ""messages"", ""memory"", ""planner"", ""tools"", ""workspace"", ""final"", ""debug""]",True,"[""OFFICIAL_STAR_PLANNING_PROMPT_FORMAT_FAILURE"", ""COMPLETE_RELEASE_COVERAGE_UNRESOLVED"", ""LIVE_DB_INFRASTRUCTURE_NOT_CERTIFIED"", ""ORIGINAL_BATCH_JUDGE_PROVIDER_SCOPE_UNRESOLVED""]"
database,2,INELIGIBLE,REAL_CONSTRUCTOR_EXTERNAL_DOUBLES,True,official STAR + original evaluator with deterministic judge double,"KeyError: '""rating""'",True,P2,agent1,"[""shared_doc"", ""public/final_output""]",NO,shared_doc,True,True,True,True,"[""context"", ""messages"", ""memory"", ""planner"", ""tools"", ""workspace"", ""final"", ""debug""]",True,"[""OFFICIAL_STAR_PLANNING_PROMPT_FORMAT_FAILURE"", ""COMPLETE_RELEASE_COVERAGE_UNRESOLVED"", ""LIVE_DB_INFRASTRUCTURE_NOT_CERTIFIED"", ""ORIGINAL_BATCH_JUDGE_PROVIDER_SCOPE_UNRESOLVED""]"
database,3,INELIGIBLE,REAL_CONSTRUCTOR_EXTERNAL_DOUBLES,True,official STAR + original evaluator with deterministic judge double,"KeyError: '""rating""'",True,P3,agent1,"[""shared_doc"", ""public/final_output""]",NO,shared_doc,True,True,True,True,"[""context"", ""messages"", ""memory"", ""planner"", ""tools"", ""workspace"", ""final"", ""debug""]",True,"[""OFFICIAL_STAR_PLANNING_PROMPT_FORMAT_FAILURE"", ""COMPLETE_RELEASE_COVERAGE_UNRESOLVED"", ""LIVE_DB_INFRASTRUCTURE_NOT_CERTIFIED"", ""ORIGINAL_BATCH_JUDGE_PROVIDER_SCOPE_UNRESOLVED""]"
database,4,INELIGIBLE,REAL_CONSTRUCTOR_EXTERNAL_DOUBLES,True,official STAR + original evaluator with deterministic judge double,"KeyError: '""rating""'",True,P4,agent1,"[""shared_doc"", ""public/final_output""]",NO,shared_doc,True,True,True,True,"[""context"", ""messages"", ""memory"", ""planner"", ""tools"", ""workspace"", ""final"", ""debug""]",True,"[""OFFICIAL_STAR_PLANNING_PROMPT_FORMAT_FAILURE"", ""COMPLETE_RELEASE_COVERAGE_UNRESOLVED"", ""LIVE_DB_INFRASTRUCTURE_NOT_CERTIFIED"", ""ORIGINAL_BATCH_JUDGE_PROVIDER_SCOPE_UNRESOLVED""]"
database,5,INELIGIBLE,REAL_CONSTRUCTOR_EXTERNAL_DOUBLES,True,official STAR + original evaluator with deterministic judge double,"KeyError: '""rating""'",True,P1,agent1,"[""shared_doc"", ""public/final_output""]",NO,shared_doc,True,True,True,True,"[""context"", ""messages"", ""memory"", ""planner"", ""tools"", ""workspace"", ""final"", ""debug""]",True,"[""OFFICIAL_STAR_PLANNING_PROMPT_FORMAT_FAILURE"", ""COMPLETE_RELEASE_COVERAGE_UNRESOLVED"", ""LIVE_DB_INFRASTRUCTURE_NOT_CERTIFIED"", ""ORIGINAL_BATCH_JUDGE_PROVIDER_SCOPE_UNRESOLVED""]"
database,6,INELIGIBLE,REAL_CONSTRUCTOR_EXTERNAL_DOUBLES,True,official STAR + original evaluator with deterministic judge double,"KeyError: '""rating""'",True,P2,agent1,"[""shared_doc"", ""public/final_output""]",NO,shared_doc,True,True,True,True,"[""context"", ""messages"", ""memory"", ""planner"", ""tools"", ""workspace"", ""final"", ""debug""]",True,"[""OFFICIAL_STAR_PLANNING_PROMPT_FORMAT_FAILURE"", ""COMPLETE_RELEASE_COVERAGE_UNRESOLVED"", ""LIVE_DB_INFRASTRUCTURE_NOT_CERTIFIED"", ""ORIGINAL_BATCH_JUDGE_PROVIDER_SCOPE_UNRESOLVED""]"
database,7,INELIGIBLE,REAL_CONSTRUCTOR_EXTERNAL_DOUBLES,True,official STAR + original evaluator with deterministic judge double,"KeyError: '""rating""'",True,P3,agent1,"[""shared_doc"", ""public/final_output""]",NO,shared_doc,True,True,True,True,"[""context"", ""messages"", ""memory"", ""planner"", ""tools"", ""workspace"", ""final"", ""debug""]",True,"[""OFFICIAL_STAR_PLANNING_PROMPT_FORMAT_FAILURE"", ""COMPLETE_RELEASE_COVERAGE_UNRESOLVED"", ""LIVE_DB_INFRASTRUCTURE_NOT_CERTIFIED"", ""ORIGINAL_BATCH_JUDGE_PROVIDER_SCOPE_UNRESOLVED""]"
