environment,task_id,mock_executable,eligibility,reason
coding,49,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
coding,50,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
coding,51,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
coding,52,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
coding,53,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
coding,54,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
coding,55,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
coding,56,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
coding,57,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
coding,58,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
coding,59,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
coding,60,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
coding,61,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
coding,62,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
coding,63,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
coding,64,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
coding,65,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
coding,66,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
coding,67,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
coding,68,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
coding,69,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
coding,70,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
coding,71,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
coding,72,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
coding,73,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
coding,74,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
coding,75,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
coding,76,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
coding,77,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
coding,78,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
coding,79,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
coding,80,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
coding,81,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
coding,82,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
coding,83,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
coding,84,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
coding,85,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
coding,86,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
coding,87,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
coding,88,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
coding,89,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
coding,90,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
coding,91,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
coding,92,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
coding,93,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
coding,94,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
coding,95,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
coding,96,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
coding,97,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
coding,98,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
coding,99,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
coding,100,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
